loan_amnt,int_rate,annual_inc,dti,fico_range_low,revol_util,target
3275.0,13.65,39900.0,10.18,665.0,51.2,0
11100.0,15.31,45000.0,32.51,675.0,62.8,1
7600.0,11.14,46950.0,5.32,690.0,27.3,0
20000.0,8.19,90000.0,10.23,690.0,55.0,0
10800.0,18.99,57000.0,11.71,665.0,24.3,0
18000.0,19.48,65000.0,35.73,670.0,92.9,0
13650.0,9.75,59000.0,20.75,710.0,61.5,0
6000.0,9.32,50004.0,5.28,730.0,26.0,0
20000.0,13.35,46000.0,24.78,690.0,74.6,0
6000.0,7.62,46000.0,9.43,725.0,27.5,0
10000.0,11.99,30000.0,33.28,690.0,12.0,0
3000.0,16.55,43000.0,16.05,660.0,24.0,0
8000.0,17.99,34000.0,31.87,700.0,23.0,0
13250.0,21.98,60000.0,14.16,715.0,36.5,0
17475.0,13.11,43896.0,23.41,720.0,52.2,0
24375.0,20.5,58970.0,8.63,685.0,73.7,1
12000.0,10.64,115523.0,15.27,675.0,61.5,0
30000.0,17.09,240000.0,9.46,665.0,36.4,0
23600.0,18.99,71136.0,28.17,685.0,64.6,0
24925.0,16.29,56000.0,30.24,710.0,65.2,0
16000.0,15.61,72000.0,38.08,660.0,81.8,0
2500.0,7.66,44000.0,18.76,755.0,32.7,0
8000.0,10.99,29000.0,12.67,675.0,66.3,0
35000.0,13.99,250000.0,17.77,710.0,95.0,0
12000.0,9.62,42000.0,17.97,740.0,52.5,1
20000.0,10.99,55000.0,14.62,685.0,56.6,1
15000.0,21.45,79500.0,20.78,670.0,68.0,1
10000.0,6.89,61834.0,1.5,680.0,13.7,0
15000.0,19.03,32017.68,17.92,705.0,27.3,0
17000.0,11.53,42000.0,29.63,690.0,38.8,1
5000.0,10.49,52000.0,14.19,760.0,5.2,0
15000.0,13.49,45000.0,13.63,675.0,47.8,0
9575.0,17.86,42000.0,28.53,725.0,48.0,0
12000.0,16.29,53000.0,32.0,665.0,47.0,1
30000.0,20.49,180000.0,8.14,690.0,41.6,0
36000.0,13.49,167000.0,14.31,720.0,62.5,1
2400.0,7.49,110000.0,12.97,745.0,0.3,0
11400.0,15.59,41000.0,20.02,685.0,70.0,0
6000.0,10.99,30000.0,14.12,685.0,30.1,0
13000.0,18.75,38000.0,10.55,665.0,58.6,0
12000.0,7.29,32000.0,21.41,760.0,10.0,0
35000.0,16.99,89000.0,23.61,710.0,53.0,1
24000.0,24.08,65000.0,19.18,665.0,89.6,1
11000.0,13.65,45000.0,7.33,690.0,81.3,0
10000.0,11.67,60000.0,19.4,660.0,60.1,0
20000.0,8.9,63000.0,22.48,680.0,92.8,0
10000.0,9.16,60000.0,18.18,665.0,63.5,0
35000.0,24.11,125000.0,21.91,660.0,84.8,1
14000.0,17.99,91000.0,8.56,705.0,30.2,0
15000.0,11.99,40000.0,34.41,700.0,33.3,0
20000.0,6.49,53000.0,24.03,680.0,84.3,0
9100.0,10.99,50000.0,13.37,705.0,23.0,0
25000.0,19.52,68000.0,23.75,665.0,80.8,1
9550.0,11.47,78000.0,26.82,700.0,34.4,0
35000.0,11.49,125000.0,8.94,745.0,77.3,0
8000.0,15.05,96000.0,26.91,665.0,92.3,0
10000.0,16.29,112000.0,27.19,665.0,62.4,1
5000.0,11.49,53000.0,2.26,690.0,25.1,0
21000.0,5.32,100000.0,17.93,745.0,29.4,0
12000.0,9.93,68000.0,9.44,675.0,79.6,1
9600.0,5.32,60000.0,9.12,790.0,12.5,0
3900.0,16.99,63000.0,21.54,670.0,31.4,0
20000.0,7.12,65000.0,14.33,770.0,26.7,0
23000.0,6.24,175000.0,6.65,710.0,63.6,0
16000.0,9.99,60000.0,29.38,660.0,30.0,0
30000.0,8.18,275000.0,17.65,695.0,66.5,0
12000.0,14.31,56000.0,21.28,675.0,35.4,0
20000.0,10.99,95000.0,4.9,695.0,77.4,0
14000.0,5.32,92000.0,17.23,725.0,36.0,0
28000.0,17.27,127000.0,27.13,675.0,70.6,0
8000.0,17.77,80000.0,11.16,660.0,69.7,1
11000.0,10.99,35000.0,32.51,725.0,54.1,1
6500.0,9.49,75000.0,20.26,695.0,50.6,0
8000.0,7.9,100000.0,12.25,695.0,71.8,0
9100.0,14.16,50000.0,30.48,660.0,47.3,0
15000.0,7.62,45000.0,18.53,710.0,51.7,0
5000.0,7.59,65000.0,14.9,780.0,16.5,0
14825.0,18.25,31822.0,22.78,665.0,59.0,1
28000.0,7.26,145000.0,11.24,740.0,70.5,0
18500.0,8.19,58866.0,11.19,720.0,17.4,0
12000.0,25.49,64000.0,26.61,690.0,76.9,1
14400.0,14.33,50000.0,11.47,675.0,48.1,0
3000.0,7.69,76482.0,4.93,780.0,19.0,0
15000.0,11.99,52000.0,24.02,665.0,42.5,1
15600.0,6.89,59000.0,16.37,700.0,45.2,0
6000.0,16.29,62000.0,12.41,700.0,29.0,0
28000.0,13.35,60000.0,14.58,690.0,80.8,0
40000.0,10.41,170000.0,2.75,750.0,24.3,1
4500.0,12.99,32000.0,5.7,665.0,25.1,0
20000.0,10.99,100000.0,12.9,675.0,84.3,0
5000.0,7.99,80500.0,23.55,680.0,76.0,0
5000.0,10.99,96000.0,5.81,675.0,80.7,0
12000.0,9.76,30000.0,11.12,710.0,84.0,0
6000.0,22.45,69000.0,16.42,660.0,52.6,1
10000.0,14.08,85280.0,19.88,675.0,10.4,0
21000.0,9.17,89000.0,28.71,725.0,81.1,1
9000.0,9.67,52432.0,27.21,725.0,13.6,0
32000.0,14.64,75000.0,28.26,700.0,36.5,0
15600.0,7.97,95000.0,18.47,675.0,36.0,0
12000.0,15.41,60000.0,10.0,665.0,74.9,0
11500.0,14.49,79000.0,14.2,710.0,50.9,0
8000.0,7.34,42500.0,17.62,685.0,8.2,0
15000.0,19.99,120000.0,33.56,675.0,71.2,0
30000.0,13.67,90000.0,17.05,695.0,51.5,0
6400.0,11.99,55000.0,23.21,695.0,39.1,1
7000.0,16.02,30000.0,5.64,665.0,90.9,0
20000.0,12.98,64800.0,12.61,725.0,93.6,0
12000.0,10.99,44100.0,14.86,670.0,67.8,0
3850.0,13.67,54400.0,12.07,670.0,101.4,0
8400.0,9.44,45000.0,16.27,680.0,37.9,0
11500.0,13.99,32000.0,15.15,720.0,25.9,0
20125.0,23.7,52000.0,8.31,680.0,44.1,1
5000.0,12.61,40000.0,8.16,670.0,24.4,0
21000.0,10.99,148000.0,13.49,705.0,63.2,0
12000.0,14.08,75000.0,14.93,670.0,36.7,0
30400.0,12.62,145000.0,17.76,690.0,47.7,0
9750.0,14.33,73000.0,16.98,695.0,86.4,0
13000.0,18.55,97000.0,14.23,660.0,95.4,0
7925.0,11.55,60000.0,32.8,680.0,42.9,0
6000.0,8.18,45000.0,23.41,660.0,13.9,0
3025.0,11.39,95000.0,16.22,720.0,21.9,0
30000.0,24.85,78000.0,16.93,715.0,38.8,1
5000.0,9.76,30000.0,16.48,720.0,20.2,0
18775.0,10.64,70000.0,5.35,700.0,36.8,0
32000.0,18.99,110000.0,13.44,690.0,81.9,0
3000.0,13.18,33900.0,14.12,715.0,29.0,0
5000.0,12.99,43000.0,6.34,705.0,21.9,0
15000.0,10.99,90000.0,28.75,705.0,27.5,1
7000.0,19.03,100000.0,32.69,665.0,68.4,1
10000.0,11.99,66000.0,24.75,660.0,58.8,0
6000.0,17.99,44000.0,10.65,690.0,29.6,0
1000.0,16.99,26000.0,9.56,680.0,34.4,0
10000.0,9.17,55000.0,12.48,680.0,63.1,1
4200.0,11.53,79000.0,13.27,675.0,43.9,0
5375.0,16.29,13000.0,11.91,670.0,77.0,0
15000.0,16.55,42872.0,31.52,675.0,49.7,0
6000.0,14.99,97000.0,14.56,660.0,92.3,0
20000.0,19.03,80000.0,25.37,685.0,61.2,0
35000.0,25.88,102000.0,18.92,675.0,45.0,1
15000.0,12.49,51000.0,24.65,695.0,70.5,0
7000.0,14.31,85000.0,13.55,660.0,92.8,0
14000.0,10.99,120000.0,12.21,710.0,49.0,0
24000.0,15.2,55000.0,19.16,695.0,85.2,0
10000.0,17.86,37300.0,34.49,700.0,56.9,0
14475.0,13.99,85000.0,12.79,670.0,51.3,1
10000.0,16.02,50000.0,2.83,710.0,20.2,0
9800.0,13.98,57000.0,24.67,690.0,59.8,0
21200.0,15.1,60000.0,29.3,690.0,82.1,1
27650.0,8.19,95000.0,18.58,720.0,19.4,0
14000.0,23.88,99000.0,32.02,720.0,16.4,0
10000.0,9.49,50000.0,14.57,760.0,32.9,0
21925.0,13.99,300000.0,12.88,675.0,66.0,0
4800.0,8.18,50000.0,30.72,705.0,45.4,0
12000.0,5.32,135000.0,19.4,720.0,67.4,0
22000.0,11.99,90000.0,27.51,680.0,76.7,0
5600.0,12.49,32000.0,30.72,690.0,53.7,1
10375.0,22.9,40000.0,25.83,675.0,103.6,0
9150.0,13.33,54000.0,21.22,660.0,32.9,0
22000.0,14.33,50000.0,7.37,725.0,46.1,0
35000.0,12.99,165000.0,21.42,725.0,93.8,0
15000.0,16.29,118937.0,11.67,685.0,51.1,1
4400.0,13.67,13000.0,21.79,675.0,31.3,0
8400.0,12.99,32000.0,8.66,680.0,58.1,0
10000.0,21.18,34000.0,23.19,690.0,46.0,0
7200.0,14.33,78000.0,29.75,695.0,73.8,0
24000.0,15.61,61000.0,14.74,685.0,53.0,1
30450.0,9.49,220000.0,14.98,720.0,47.2,1
20000.0,17.57,60000.0,24.4,700.0,93.8,1
18000.0,11.47,120000.0,16.75,705.0,86.2,0
12000.0,10.99,93000.0,24.97,690.0,50.6,0
31000.0,19.05,109600.0,12.76,690.0,79.6,0
5000.0,12.69,80000.0,13.61,665.0,79.9,0
22000.0,14.46,70000.0,21.89,700.0,60.4,0
4500.0,15.61,90700.0,15.92,665.0,27.5,0
6500.0,12.99,50000.0,17.98,660.0,44.8,0
15000.0,12.99,81000.0,27.14,690.0,76.1,0
28000.0,7.26,180000.0,13.64,805.0,0.7,0
12000.0,13.49,75000.0,26.38,705.0,49.6,0
14000.0,12.49,120000.0,13.73,670.0,55.3,0
14000.0,11.55,42000.0,7.49,690.0,66.6,0
30000.0,23.28,98092.0,20.08,670.0,93.0,1
20000.0,19.72,55000.0,22.28,700.0,77.8,1
35000.0,16.99,85000.0,23.16,675.0,69.2,0
40000.0,11.49,160000.0,27.14,720.0,43.5,0
22200.0,12.49,104000.0,19.42,700.0,57.4,0
7000.0,8.9,50000.0,16.68,720.0,62.9,0
22000.0,8.39,300000.0,5.59,670.0,73.3,0
10600.0,8.18,43000.0,24.53,755.0,61.9,0
9000.0,5.79,75000.0,14.9,765.0,14.8,0
23850.0,10.99,54000.0,21.23,790.0,14.0,0
15000.0,11.55,35000.0,15.47,675.0,82.4,0
10000.0,8.49,70000.0,22.48,665.0,50.8,0
12900.0,25.09,43000.0,35.63,675.0,54.4,0
18000.0,14.49,75000.0,17.09,690.0,24.1,0
16000.0,12.99,64350.0,1.12,765.0,8.5,1
28425.0,20.99,62000.0,22.74,695.0,13.0,0
12000.0,15.31,42000.0,15.37,670.0,33.7,0
7800.0,11.44,47652.0,6.45,715.0,23.2,0
7000.0,11.99,50750.0,24.0,680.0,33.4,0
13600.0,11.49,48000.0,30.95,735.0,33.3,0
14025.0,18.06,150000.0,18.53,715.0,30.7,0
10000.0,13.18,79000.0,13.0,660.0,38.0,0
3000.0,14.09,78000.0,23.83,700.0,82.3,0
20000.0,7.89,200000.0,30.95,685.0,71.4,0
12000.0,10.99,42000.0,21.43,685.0,80.0,0
15000.0,7.69,200000.0,12.93,670.0,81.6,0
16500.0,9.67,76000.0,28.74,680.0,97.9,0
12000.0,13.33,34320.0,22.48,670.0,62.5,0
17000.0,15.05,50000.0,25.08,690.0,40.1,0
5000.0,11.71,12000.0,8.9,720.0,36.6,0
5000.0,7.89,23000.0,0.78,785.0,2.3,0
11200.0,12.29,55000.0,33.8,760.0,0.9,0
15000.0,20.0,70000.0,10.41,675.0,42.1,1
2400.0,22.4,48000.0,29.68,695.0,46.3,0
11500.0,16.99,38250.0,12.24,675.0,46.8,0
11800.0,27.88,60000.0,12.94,680.0,0.0,0
25000.0,16.59,61847.0,26.72,665.0,58.7,0
8000.0,5.32,100000.0,13.06,760.0,6.9,0
30000.0,18.25,89920.0,16.04,680.0,88.6,0
10000.0,11.67,40000.0,9.33,675.0,65.7,0
8000.0,13.65,62000.0,15.72,670.0,54.1,0
1500.0,12.29,27851.0,7.46,665.0,37.2,0
8000.0,15.61,52000.0,9.0,660.0,61.2,0
11000.0,26.3,32000.0,29.71,685.0,50.2,1
15000.0,10.99,110000.0,9.86,685.0,72.1,0
10000.0,8.67,96000.0,14.53,700.0,30.3,0
15000.0,21.0,60000.0,8.41,690.0,66.3,0
15000.0,11.53,70200.0,26.93,665.0,91.8,0
10000.0,13.67,35000.0,27.37,705.0,26.3,1
24850.0,24.99,92000.0,21.18,675.0,92.4,1
13450.0,13.99,40000.0,21.72,695.0,22.5,0
5225.0,14.31,12000.0,10.6,720.0,50.8,0
21000.0,25.49,60000.0,9.8,670.0,61.5,0
10800.0,12.05,50000.0,9.46,680.0,87.1,0
17000.0,6.03,61147.0,6.3,780.0,8.9,0
15000.0,24.99,74000.0,23.08,690.0,58.9,1
12600.0,12.69,27500.0,6.72,790.0,13.2,1
20000.0,8.6,75000.0,23.46,740.0,32.8,0
2400.0,18.25,18016.0,29.91,670.0,36.5,0
20000.0,9.16,68000.0,12.06,685.0,87.7,0
10225.0,14.09,43616.0,21.46,675.0,73.5,0
5250.0,5.32,53500.0,9.83,770.0,30.7,0
4775.0,21.7,60000.0,21.12,685.0,56.4,1
4250.0,21.97,80000.0,30.56,670.0,44.3,0
20000.0,11.47,63960.0,27.0,660.0,64.5,1
12000.0,11.44,115000.0,28.14,695.0,79.5,0
7925.0,20.31,75000.0,10.8,665.0,65.0,0
22000.0,17.57,46000.0,13.7,685.0,67.4,0
23725.0,19.99,56500.0,21.81,685.0,74.8,1
35000.0,20.49,110000.0,25.62,675.0,92.9,1
15000.0,25.82,65000.0,19.07,735.0,58.5,1
35000.0,18.55,111000.0,26.17,700.0,73.5,0
30000.0,12.85,73000.0,21.95,690.0,78.5,0
10400.0,7.9,70000.0,11.69,720.0,45.5,0
8300.0,11.14,34200.0,19.82,750.0,11.7,0
15000.0,22.74,50000.0,8.04,730.0,6.6,0
6500.0,9.92,30000.0,19.68,720.0,29.4,0
12000.0,18.99,55000.0,8.31,705.0,64.3,0
25000.0,17.09,76000.0,13.04,715.0,98.3,0
14500.0,13.49,55000.0,16.71,760.0,35.9,0
4000.0,10.0,22000.0,3.38,715.0,45.4,0
4500.0,9.99,20000.0,4.98,735.0,23.9,0
20000.0,15.59,118000.0,16.48,665.0,80.8,0
21625.0,13.99,70000.0,33.16,730.0,36.4,0
18425.0,12.29,75000.0,26.89,670.0,50.4,0
21250.0,14.46,119794.0,36.26,725.0,45.6,0
28000.0,7.62,120000.0,8.23,820.0,11.4,0
8000.0,13.33,25000.0,27.51,660.0,86.6,0
35000.0,16.02,33280.0,76.63,665.0,78.3,1
19200.0,21.97,80000.0,23.3,695.0,60.4,0
6075.0,12.49,17124.0,18.5,660.0,45.3,1
21000.0,5.93,250000.0,10.53,775.0,14.1,0
17000.0,6.24,120000.0,17.43,695.0,64.4,0
3025.0,12.62,30540.0,25.5,660.0,32.8,1
3000.0,11.99,24000.0,24.95,660.0,48.6,0
8000.0,6.89,145000.0,10.4,690.0,78.8,1
12000.0,9.99,75000.0,23.81,675.0,40.8,0
4175.0,19.03,11628.0,33.64,680.0,83.3,1
10000.0,11.14,56000.0,10.82,710.0,51.2,0
14800.0,13.99,45000.0,22.29,690.0,54.2,0
15000.0,13.98,90000.0,16.35,685.0,76.5,1
32000.0,10.99,83000.0,27.69,670.0,56.2,0
11600.0,13.33,29000.0,20.78,735.0,15.5,0
23200.0,13.33,80000.0,8.61,750.0,18.5,0
11825.0,18.49,60000.0,16.6,665.0,65.4,1
32000.0,19.89,110000.0,14.92,685.0,6.7,0
10425.0,13.49,50000.0,34.3,680.0,45.8,0
5000.0,11.44,40000.0,15.93,665.0,27.0,0
32000.0,13.49,80000.0,20.18,740.0,48.4,0
7000.0,12.05,29000.0,25.99,685.0,50.6,0
25000.0,5.93,158000.0,7.26,785.0,13.2,0
6000.0,6.03,55000.0,26.66,750.0,42.8,0
6675.0,14.46,13956.0,32.85,720.0,31.8,0
13000.0,10.99,105000.0,4.53,700.0,43.4,0
14000.0,11.99,35000.0,30.8,725.0,47.0,0
8000.0,19.72,64000.0,14.83,665.0,88.3,0
12000.0,17.86,100000.0,9.52,680.0,45.9,0
20000.0,12.79,98000.0,21.16,690.0,60.3,0
12000.0,7.26,76000.0,22.97,685.0,63.3,0
25000.0,16.99,76000.0,17.7,720.0,53.3,0
28000.0,15.05,81000.0,25.05,715.0,48.9,0
8000.0,5.93,90000.0,17.13,720.0,72.2,0
25000.0,19.52,80000.0,11.7,665.0,49.5,1
14400.0,11.47,63000.0,24.02,670.0,39.3,0
25175.0,15.59,54000.0,11.99,715.0,34.5,0
8400.0,16.99,70000.0,37.91,685.0,84.4,0
6000.0,14.08,47000.0,10.96,680.0,45.7,1
9800.0,15.95,47004.0,17.56,690.0,86.3,0
2500.0,10.99,100360.0,30.86,715.0,88.9,0
12000.0,9.44,83631.0,19.56,660.0,95.9,0
20125.0,23.76,106348.0,8.3,720.0,86.7,1
35000.0,13.67,80000.0,29.97,685.0,79.5,0
6350.0,24.49,25000.0,32.31,680.0,12.1,0
4000.0,8.99,78000.0,17.25,660.0,22.3,0
10000.0,12.62,74500.0,28.82,665.0,78.0,0
19400.0,11.14,55000.0,17.02,690.0,67.4,1
5000.0,13.23,80000.0,8.83,710.0,46.1,0
8000.0,16.99,30000.0,1.2,745.0,49.8,0
3875.0,23.99,49000.0,19.05,710.0,24.4,0
25000.0,8.46,65000.0,13.53,670.0,53.1,0
10000.0,12.99,47632.0,12.7,660.0,59.9,0
15000.0,6.99,130000.0,26.11,720.0,44.6,1
10000.0,10.99,132000.0,10.4,665.0,64.3,1
14400.0,14.46,131000.0,25.58,665.0,75.0,0
10625.0,30.49,55000.0,17.47,660.0,43.9,0
7000.0,7.97,125000.0,17.99,685.0,16.2,0
5150.0,11.49,35000.0,25.79,680.0,49.9,0
5350.0,6.03,55000.0,17.61,745.0,26.7,0
28775.0,14.98,60000.0,9.36,685.0,74.9,0
18800.0,15.61,53000.0,18.7,695.0,84.5,0
8000.0,8.59,85000.0,12.09,690.0,77.7,0
8000.0,17.27,48900.0,7.36,665.0,47.4,0
8400.0,7.26,67543.29,16.6,700.0,35.0,0
16000.0,7.89,105000.0,17.59,725.0,99.2,0
24600.0,16.89,58000.0,12.68,735.0,45.9,0
10000.0,12.39,65000.0,9.38,660.0,26.9,0
8000.0,17.99,150000.0,18.2,665.0,54.9,0
6400.0,17.86,38000.0,6.85,660.0,84.7,0
23725.0,17.09,90000.0,14.44,695.0,54.3,0
5000.0,7.97,79500.0,12.6,680.0,60.9,0
7000.0,14.48,30000.0,26.48,660.0,58.2,0
14000.0,15.99,80000.0,5.06,690.0,31.8,0
24000.0,19.89,60000.0,17.2,670.0,38.9,1
5000.0,5.32,35000.0,20.92,715.0,36.4,0
15900.0,16.2,37900.0,14.82,670.0,43.5,1
6000.0,8.18,50000.0,5.78,665.0,23.6,0
24000.0,7.89,84000.0,17.39,660.0,55.5,0
8000.0,16.99,245000.0,2.28,685.0,34.9,0
11000.0,9.17,76800.0,5.7,665.0,52.6,0
15000.0,13.33,62525.0,39.42,690.0,57.3,1
25000.0,14.99,175000.0,10.46,665.0,102.8,0
15000.0,7.89,220000.0,28.76,740.0,59.0,0
6000.0,13.99,25000.0,6.87,670.0,75.8,0
20000.0,6.92,107000.0,10.79,725.0,91.3,0
8000.0,15.8,80000.0,16.56,675.0,52.9,0
6000.0,7.26,55000.0,23.37,695.0,25.0,1
2000.0,7.21,70000.0,6.19,750.0,5.4,0
11200.0,8.39,55000.0,11.32,675.0,95.6,0
25000.0,21.7,65000.0,12.28,665.0,67.0,1
8000.0,7.89,60000.0,21.43,705.0,96.5,0
15000.0,8.49,85000.0,15.48,725.0,40.8,0
36000.0,11.06,85000.0,10.76,760.0,5.5,1
7200.0,15.99,60000.0,22.22,685.0,79.0,1
27975.0,6.99,300000.0,10.36,695.0,26.7,0
10000.0,15.8,42000.0,32.18,670.0,55.3,0
6000.0,7.9,62000.0,8.01,695.0,60.2,0
30000.0,9.67,72000.0,26.15,710.0,41.1,0
2000.0,12.62,51000.0,21.74,685.0,37.3,1
16000.0,14.46,60000.0,22.46,665.0,44.1,0
19950.0,23.99,40000.0,25.06,690.0,89.8,0
8000.0,10.49,280000.0,6.48,675.0,68.4,0
30000.0,18.25,64000.0,4.97,675.0,39.7,0
5700.0,14.46,41676.0,1.38,705.0,37.1,0
12600.0,20.0,30000.0,30.52,680.0,48.4,1
20000.0,11.55,52000.0,12.21,685.0,42.1,0
21700.0,23.13,24000.0,52.05,670.0,54.1,1
24000.0,12.74,95000.0,20.53,705.0,29.5,0
16000.0,6.24,150000.0,22.62,755.0,29.5,0
15000.0,9.16,48000.0,25.93,715.0,92.3,1
15575.0,20.99,84000.0,29.66,680.0,96.1,1
10000.0,13.49,80000.0,31.88,680.0,83.7,0
20000.0,9.16,85000.0,28.5,785.0,52.4,0
10200.0,12.62,44160.0,26.06,690.0,36.7,0
24000.0,12.29,75000.0,25.79,665.0,54.3,0
10000.0,8.0,90000.0,4.07,775.0,14.2,0
24975.0,16.99,225000.0,19.54,670.0,95.0,1
3600.0,24.99,150000.0,4.28,670.0,95.1,0
3550.0,8.24,42113.8,14.9,695.0,34.4,0
7200.0,12.69,45200.0,25.17,665.0,60.8,0
20000.0,8.24,70000.0,15.29,685.0,22.8,0
9000.0,8.9,42000.0,10.89,685.0,62.9,0
7000.0,9.17,34500.0,20.03,675.0,81.7,0
35000.0,21.99,106000.0,16.98,700.0,35.1,1
20000.0,23.43,90000.0,16.31,670.0,53.7,0
6000.0,10.16,83200.0,2.84,700.0,50.3,0
15000.0,24.74,41789.0,29.98,675.0,49.8,0
16000.0,11.99,149000.0,8.0,685.0,33.3,1
18475.0,15.05,181400.0,27.38,745.0,36.0,0
14000.0,22.45,45000.0,20.03,660.0,45.5,0
20000.0,16.59,60000.0,31.88,705.0,41.2,1
5000.0,12.29,70000.0,26.81,665.0,72.5,0
6925.0,14.49,65000.0,14.4,680.0,39.9,0
8000.0,8.18,70000.0,7.63,690.0,44.3,0
11000.0,9.99,37500.0,7.2,680.0,40.3,0
12000.0,12.62,55000.0,22.17,785.0,27.3,0
10000.0,13.05,36000.0,26.87,680.0,74.9,1
6000.0,10.99,75000.0,8.24,695.0,43.2,0
22000.0,7.69,80000.0,26.69,720.0,58.8,0
12500.0,9.76,47000.0,28.37,690.0,28.7,0
30000.0,12.99,300000.0,27.61,695.0,83.9,0
6000.0,11.99,40000.0,34.8,730.0,17.7,0
10000.0,9.17,30000.0,11.76,685.0,56.5,0
21000.0,18.06,118000.0,24.66,675.0,31.3,1
10000.0,9.99,40000.0,13.74,680.0,50.9,1
11000.0,5.32,70000.0,17.26,775.0,10.7,0
22000.0,11.53,100000.0,33.38,675.0,84.9,0
12000.0,18.24,70000.0,20.81,660.0,73.4,0
7000.0,11.99,89875.0,18.44,705.0,55.9,0
6000.0,14.09,47000.0,16.95,680.0,73.3,0
35000.0,23.28,138000.0,15.53,685.0,63.4,0
5400.0,11.99,46014.0,33.78,685.0,48.1,0
2950.0,18.24,35000.0,24.73,685.0,32.8,0
17900.0,18.99,81000.0,10.35,675.0,57.7,0
20000.0,10.15,104000.0,9.61,740.0,37.6,0
6000.0,12.99,40000.0,4.59,660.0,79.4,0
15000.0,18.55,37500.0,18.85,675.0,43.2,1
11900.0,14.65,38000.0,18.64,670.0,53.5,0
7300.0,12.35,26488.8,28.65,685.0,59.2,0
5000.0,21.45,38000.0,26.75,690.0,66.3,0
12000.0,19.03,110000.0,3.85,675.0,54.4,1
10000.0,13.59,60000.0,24.46,685.0,81.7,1
14400.0,11.53,40000.0,7.89,700.0,40.7,0
2400.0,10.49,96000.0,10.44,675.0,45.0,0
12000.0,7.39,65000.0,10.8,690.0,42.0,0
10000.0,18.45,94000.0,18.47,680.0,34.4,1
15000.0,13.99,48000.0,27.63,695.0,98.8,0
1800.0,21.45,47000.0,34.73,675.0,79.3,0
35000.0,16.99,53711.1,20.96,665.0,81.7,1
30000.0,12.99,100000.0,23.04,665.0,62.5,0
35000.0,29.49,78000.0,20.65,720.0,32.8,1
10000.0,11.99,99500.0,16.72,670.0,61.1,0
14400.0,9.17,82000.0,12.47,670.0,39.0,0
4200.0,13.98,22871.0,27.35,690.0,68.1,0
24000.0,13.99,60000.0,32.71,705.0,78.0,0
12000.0,8.39,97000.0,10.93,660.0,78.1,0
6250.0,14.33,21000.0,28.97,665.0,58.2,0
35000.0,6.11,200000.0,3.73,785.0,13.9,0
5000.0,23.99,30000.0,32.28,665.0,69.3,1
12000.0,7.12,100000.0,28.57,770.0,25.0,0
6000.0,11.49,55000.0,21.78,675.0,24.1,0
15000.0,11.99,70000.0,5.02,725.0,25.0,0
24750.0,11.55,70000.0,15.03,705.0,74.8,0
29050.0,19.48,84000.0,10.9,730.0,96.8,1
21000.0,15.05,86000.0,14.26,680.0,76.6,0
32525.0,10.42,100000.0,27.06,735.0,43.0,0
5400.0,12.59,15000.0,21.92,680.0,42.0,0
10000.0,24.84,51000.0,8.21,665.0,41.9,0
10800.0,19.24,36000.0,34.43,685.0,96.8,0
12000.0,14.49,46000.0,7.02,690.0,23.9,1
12000.0,15.61,52000.0,22.66,790.0,8.0,0
15000.0,7.89,120000.0,16.87,720.0,73.1,0
20000.0,14.65,80000.0,8.87,690.0,16.6,0
16600.0,16.55,34000.0,30.85,700.0,32.3,0
12000.0,10.47,108000.0,10.42,665.0,52.3,0
24375.0,19.52,55000.0,25.85,710.0,47.3,0
8000.0,15.31,68000.0,12.81,670.0,79.5,1
6400.0,14.03,22824.0,20.77,715.0,59.3,0
10000.0,9.44,50000.0,12.34,770.0,16.3,0
30000.0,12.99,87000.0,11.92,695.0,62.8,0
35000.0,13.33,135000.0,9.3,715.0,51.1,0
6000.0,11.99,67000.0,8.51,675.0,24.6,0
21000.0,12.74,125000.0,8.36,680.0,28.0,0
11550.0,10.99,120000.0,4.14,730.0,43.7,0
7000.0,9.75,125000.0,19.3,670.0,46.2,0
4800.0,11.14,125000.0,18.48,700.0,72.7,0
12000.0,17.99,114000.0,11.18,680.0,61.8,0
28000.0,14.65,300000.0,4.14,670.0,76.0,0
7000.0,9.49,65000.0,18.89,660.0,75.6,0
5800.0,15.99,50000.0,6.14,660.0,56.9,0
8000.0,15.31,23000.0,46.14,690.0,64.8,1
1000.0,7.35,75000.0,7.97,705.0,62.8,0
16800.0,8.39,115000.0,9.24,680.0,60.4,0
7000.0,13.99,98000.0,0.7,680.0,6.8,0
25325.0,19.99,137500.0,16.19,665.0,3.2,1
6500.0,11.99,65000.0,26.03,685.0,65.3,0
9000.0,9.17,75000.0,3.7,660.0,26.4,1
12075.0,25.57,94000.0,17.53,670.0,85.9,1
15000.0,16.49,100000.0,12.73,660.0,51.1,0
11700.0,18.99,38500.0,41.08,690.0,41.5,0
18000.0,20.49,80000.0,5.89,665.0,73.5,1
12075.0,7.69,80000.0,20.25,690.0,46.4,0
9600.0,11.53,75000.0,19.75,675.0,86.0,1
7500.0,6.03,60000.0,11.6,840.0,3.6,0
6000.0,11.55,23000.0,19.15,705.0,21.7,0
5000.0,6.19,34964.0,17.58,675.0,43.5,0
14350.0,6.03,59000.0,24.28,795.0,18.4,0
5400.0,17.86,78000.0,7.58,665.0,71.9,0
20000.0,9.44,90000.0,24.25,775.0,15.1,0
